A股代码,证券简称,上市日期
601609,金田股份,20200422
601611,中国核建,20160606
601615,明阳智能,20190123
601616,广电电气,20110201
601618,中国中冶,20090921
601619,嘉泽新能,20170720
601628,中国人寿,20070109
601633,长城汽车,20110928
601636,旗滨集团,20110812
601658,邮储银行,20191210
601665,齐鲁银行,20210618
601666,平煤股份,20061123
601668,中国建筑,20090729
601669,中国电建,20111018
601677,明泰铝业,20110919
601678,滨化股份,20100223
601686,友发集团,20201204
601688,华泰证券,20100226
601689,拓普集团,20150319
601696,中银证券,20200226
601698,中国卫通,20190628
601699,潞安环能,20060922
601700,风范股份,20110118
601702,华峰铝业,20200907
601717,郑煤机,20100803
601718,际华集团,20100816
601727,上海电气,20081205
601728,中国电信,20210820
601766,中国中车,20080818
601777,力帆科技,20101125
601778,晶科科技,20200519
601788,光大证券,20090818
601789,宁波建工,20110816
601798,蓝科高新,20110622
601799,星宇股份,20110201
601800,中国交建,20120309
601801,皖新传媒,20100118
601808,中海油服,20070928
601811,新华文轩,20160808
601816,京沪高铁,20200116
601818,光大银行,20100818
601825,沪农商行,20210819
601827,三峰环境,20200605
601828,美凯龙,20180117
601838,成都银行,20180131
601857,中国石油,20071105
601858,中国科传,20170118
601860,紫金银行,20190103
601865,福莱特,20190215
601866,中远海发,20071212
601868,中国能建,20210928
601869,长飞光纤,20180720
601872,招商轮船,20061201
601877,正泰电器,20100121
601878,浙商证券,20170626
601880,辽港股份,20101206
601881,中国银河,20170123
601882,海天精工,20161107
601886,江河集团,20110818
601888,中国中免,20091015
601890,亚星锚链,20101228
601898,中煤能源,20080201
601899,紫金矿业,20080425
601900,南方传媒,20160215
601901,方正证券,20110810
601908,京运通,20110908
601916,浙商银行,20191126
601918,新集能源,20071219
601919,中远海控,20070626
601921,浙版传媒,20210723
601928,凤凰传媒,20111130
601929,吉视传媒,20120223
601933,永辉超市,20101215
601939,建设银行,20070925
601949,中国出版,20170821
601952,苏垦农发,20170515
601956,东贝集团,20201225
601958,金钼股份,20080417
601963,重庆银行,20210205
601965,中国汽研,20120611
601966,玲珑轮胎,20160706
601968,宝钢包装,20150611
601969,海南矿业,20141209
601975,招商南油,20190108
601985,中国核电,20150610
601988,中国银行,20060705
601989,中国重工,20091216
601990,南京证券,20180613
601991,大唐发电,20061220
601992,金隅集团,20110301
601995,中金公司,20201102
601996,丰林集团,20110929
601997,贵阳银行,20160816
601998,中信银行,20070427
601999,出版传媒,20071221
603000,人民网,20120427
603001,ST奥康,20120426
603002,宏昌电子,20120518
603003,龙宇股份,20120817
603004,鼎龙科技,20231227
603005,晶方科技,20140210
603006,联明股份,20140630
603007,ST花王,20160826
603008,喜临门,20120717
603009,北特科技,20140718
603010,万盛股份,20141010
603011,合锻智能,20141107
603012,创力集团,20150320
603013,亚普股份,20180509
603015,弘讯科技,20150303
603016,新宏泰,20160701
603017,中衡设计,20141231
603018,华设集团,20141013
603019,中科曙光,20141106
603020,爱普股份,20150325
603021,山东华鹏,20150423
603022,新通联,20150518
603023,威帝股份,20150527
603025,大豪科技,20150422
603026,胜华新材,20150529
603027,千禾味业,20160307
603028,赛福天,20160331
603029,天鹅股份,20160427
603030,星ST全筑,20150320
603031,安孚科技,20160822
603032,德新科技,20170105
603033,三维股份,20161207
603035,常熟汽饰,20170105
603036,如通股份,20161209
603037,凯众股份,20170120
603038,华立股份,20170116
603039,泛微网络,20170113
603040,新坐标,20170209
603041,美思德,20170330
603042,华脉科技,20170602
603043,广州酒家,20170627
603045,福达合金,20180517
603048,浙江黎明,20211116
603050,科林电气,20170414
603051,鹿山新材,20220325
603052,可川科技,20221011
603053,成都燃气,20191217
603055,台华新材,20170921
603056,德邦股份,20180116
603057,紫燕食品,20220926
603058,永吉股份,20161223
603059,倍加洁,20180302
603060,国检集团,20161109
603061,金海通,20230303
603062,麦加芯彩,20231107
603063,禾望电气,20170728
603065,宿迁联盛,20230321
603066,音飞储存,20150611
603067,振华股份,20160913
603068,博通集成,20190415
603069,海汽集团,20160712
603070,万控智造,20220310
603071,物产环能,20211216
603073,彩蝶实业,20230316
603075,热威股份,20230911
603076,乐惠国际,20171113
603077,和邦生物,20120731
603078,江化微,20170410
603079,圣达生物,20170823
603080,新疆火炬,20180103
603081,大丰实业,20170420
603083,剑桥科技,20171110
603085,天成自控,20150630
603086,先达股份,20170511
603087,甘李药业,20200629
603088,宁波精达,20141111
603089,正裕工业,20170126
603090,宏盛股份,20160831
603093,南华期货,20190830
603095,越剑智能,20200415
603096,新经典,20170425
603097,江苏华辰,20220512
603098,森特股份,20161216
603099,长白山,20140822
603100,川仪股份,20140805
603101,汇嘉时代,20160506
603102,百合股份,20220125
603103,横店影视,20171012
603105,芯能科技,20180709
603106,恒银科技,20170920
603107,上海汽配,20231101
603108,润达医疗,20150527
603109,神驰机电,20191231
603110,东方材料,20171013
603111,康尼机电,20140801
603112,华翔股份,20200917
603113,金能科技,20170511
603115,海星股份,20190809
603116,红蜻蜓,20150629
603117,ST万林,20150629
603118,共进股份,20150225
603119,浙江荣泰,20230801
603121,华培动力,20190111
603122,合富中国,20220216
603123,翠微股份,20120503
603125,常青科技,20230410
603126,中材节能,20140731
603127,昭衍新药,20170825
603128,华贸物流,20120529
603129,春风动力,20170818
603130,云中马,20221118
603131,上海沪工,20160607
603132,金徽股份,20220222
603133,星ST碳元,20170320
603135,中重科技,20230410
603136,天目湖,20170927
603137,恒尚节能,20230419
603138,海量数据,20170306
603139,康惠制药,20170421
603150,万朗磁塑,20220124
603151,邦基科技,20221019
603153,上海建科,20230313
603155,新亚强,20200901
603156,养元饮品,20180212
603158,腾龙股份,20150320
603159,上海亚虹,20160812
603160,汇顶科技,20161017
603161,科华控股,20180105
603162,海通发展,20230329
603163,圣晖集成,20221013
603165,荣晟环保,20170117
603166,福达股份,20141127
603167,渤海轮渡,20120906
603168,莎普爱思,20140702
603169,兰石重装,20141009
603170,宝立食品,20220715
603171,税友股份,20210630
603172,万丰股份,20230510
603173,福斯达,20230130
603176,汇通集团,20211231
603177,德创环保,20170207
603178,圣龙股份,20170328
603179,新泉股份,20170317
603180,金牌厨柜,20170512
603181,皇马科技,20170824
603182,嘉华股份,20220909
603183,建研院,20170905
603185,弘元绿能,20181228
603186,华正新材,20170103
603187,海容冷链,20181129
603188,亚邦股份,20140909
603189,网达软件,20160914
603190,亚通精工,20230217
603191,望变电气,20220428
603192,汇得科技,20180828
603193,润本股份,20231017
603195,公牛集团,20200206
603196,日播时尚,20170531
603197,保隆科技,20170519
603198,迎驾贡酒,20150528
603199,九华旅游,20150326
603200,上海洗霸,20170601
603201,常润股份,20220729
603203,快克智能,20161108
603206,嘉环科技,20220506
603208,江山欧派,20170210
603209,兴通股份,20220324
603211,晋拓股份,20220725
603212,赛伍技术,20200430
603213,镇洋发展,20211111
603214,爱婴室,20180330
603215,比依股份,20220218
603216,梦天家居,20211215
603217,元利科技,20190620
603218,日月股份,20161228
603219,富佳股份,20211122
603220,中贝通信,20181115
603221,爱丽家居,20200323
603222,济民医疗,20150217
603223,恒通股份,20150630
603225,新凤鸣,20170418
603226,菲林格尔,20170615
603227,雪峰科技,20150515
603228,景旺电子,20170106
603229,奥翔药业,20170509
603230,内蒙新华,20211224
603231,索宝蛋白,20231215
603232,格尔软件,20170421
603233,大参林,20170731
603235,天新药业,20220712
603236,移远通信,20190716
603237,五芳斋,20220831
603238,诺邦股份,20170222
603239,浙江仙通,20161230
603255,鼎际得,20220818
603256,宏和科技,20190719
603258,电魂网络,20161026
603259,药明康德,20180508
603260,合盛硅业,20171030
603261,立航科技,20220315
603266,天龙股份,20170110
603267,鸿远电子,20190515
603268,松发股份,20150319
603269,海鸥股份,20170517
603270,金帝股份,20230901
603272,联翔股份,20220520
603273,天元智能,20231023
603275,众辰科技,20230823
603276,恒兴新材,20230925
603277,银都股份,20170911
603278,大业股份,20171113
603279,景津装备,20190729
603280,南方路机,20221108
603281,江瀚新材,20230131
603282,亚光股份,20230315
603283,赛腾股份,20171225
603286,日盈电子,20170627
603288,海天味业,20140211
603289,泰瑞机器,20171031
603290,斯达半导,20200204
603291,联合水务,20230327
603296,华勤技术,20230808
603297,永新光学,20180910
603298,杭叉集团,20161227
603299,苏盐井神,20151231
603300,华铁应急,20150529
603301,振德医疗,20180412
603303,得邦照明,20170330
603305,旭升集团,20170710
603306,华懋科技,20140926
603307,扬州金泉,20230216
603308,应流股份,20140122
603309,维力医疗,20150302
603311,金海高科,20150518
603313,梦百合,20161013
603315,福鞍股份,20150424
603316,诚邦股份,20170619
603317,天味食品,20190416
603318,水发燃气,20150424
603319,湘油泵,20161130
603320,迪贝电气,20170502
603321,梅轮电梯,20170915
603322,超讯通信,20160728
603323,苏农银行,20161129
603324,盛剑环境,20210407
603326,我乐家居,20170616
603327,福蓉科技,20190523
603328,依顿电子,20140701
603329,上海雅仕,20171229
603330,天洋新材,20170213
603331,百达精工,20170705
603332,苏州龙杰,20190117
603333,尚纬股份,20120507
603335,迪生力,20170620
603336,宏辉果蔬,20161124
603337,杰克股份,20170119
603338,浙江鼎力,20150325
603339,四方科技,20160519
603345,安井食品,20170222
603348,文灿股份,20180426
603351,威尔药业,20190130
603353,和顺石油,20200407
603355,莱克电气,20150513
603356,华菱精工,20180124
603357,设计总院,20170801
603358,华达科技,20170125
603359,东珠生态,20170901
603360,百傲化学,20170206
603363,傲农生物,20170926
603365,水星家纺,20171120
603366,日出东方,20120521
603367,辰欣药业,20170929
603368,柳药集团,20141204
603369,今世缘,20140703
603373,安邦护卫,20231220
603377,东方时尚,20160205
603378,亚士创能,20170928
603379,三美股份,20190402
603380,易德龙,20170622
603383,顶点软件,20170522
603385,惠达卫浴,20170405
603386,骏亚科技,20170912
603387,基蛋生物,20170717
603388,元成股份,20170324
603389,亚振家居,20161215
603390,通达电气,20191125
603392,万泰生物,20200429
603393,新天然气,20160912
603396,金辰股份,20171018
603398,沐邦高科,20151209
603399,吉翔股份,20120824
603408,建霖家居,20200730
603416,信捷电气,20161221
603421,鼎信通讯,20161011
603429,集友股份,20170124
603439,贵州三力,20200428
603444,吉比特,20170104
603456,九洲药业,20141010
603458,勘设股份,20170809
603466,风语筑,20171020
603477,巨星农牧,20171218
603486,科沃斯,20180528
603488,展鹏科技,20170516
603489,八方股份,20191111
603496,恒为科技,20170607
603499,翔港科技,20171016
603500,祥和实业,20170904
603501,韦尔股份,20170504
603505,金石资源,20170503
603506,南都物业,20180201
603507,振江股份,20171106
603508,思维列控,20151224
603511,爱慕股份,20210531
603515,欧普照明,20160819
603516,淳中科技,20180202
603517,绝味食品,20170317
603518,锦泓集团,20141203
603519,立霸股份,20150319
603520,司太立,20160309
603527,众源新材,20170907
603528,多伦科技,20160503
603529,爱玛科技,20210615
603530,神马电力,20190805
603533,掌阅科技,20170921
603535,嘉诚国际,20170808
603536,惠发食品,20170613
603538,美诺华,20170407
603551,奥普家居,20200115
603556,海兴电力,20161110
603557,ST起步,20170818
603558,健盛集团,20150127
603559,ST通脉,20161202
603565,中谷物流,20200925
603566,普莱柯,20150518
603567,珍宝岛,20150424
603568,伟明环保,20150528
603569,长久物流,20160810
603577,汇金通,20161222
603578,三星新材,20170306
603579,荣泰健康,20170111
603580,艾艾精工,20170525
603583,捷昌驱动,20180921
603585,苏利股份,20161214
603586,金麒麟,20170406
603587,地素时尚,20180622
603588,高能环境,20141229
603589,口子窖,20150629
603590,康辰药业,20180827
603595,东尼电子,20170712
603596,伯特利,20180427
603598,引力传媒,20150527
603599,广信股份,20150513
603600,永艺股份,20150123
603601,再升科技,20150122
603602,纵横通信,20170810
603603,退市博天,20170217
603605,珀莱雅,20171115
603606,东方电缆,20141015
603607,京华激光,20171025
603608,天创时尚,20160218
603609,禾丰股份,20140808
603610,麒盛科技,20191029
603611,诺力股份,20150128
603612,索通发展,20170718
603613,国联股份,20190730
603615,茶花股份,20170213
603616,韩建河山,20150611
603617,君禾股份,20170703
603618,杭电股份,20150217
603619,中曼石油,20171117
603626,科森科技,20170209
603628,清源股份,20170112
603629,利通电子,20181224
603630,拉芳家化,20170313
603633,徕木股份,20161117
603636,南威软件,20141230
603637,镇海股份,20170208
603638,艾迪精密,20170120
603639,海利尔,20170112
603648,畅联股份,20170913
603650,彤程新材,20180627
603655,朗博科技,20171229
603656,泰禾智能,20170321
603657,春光科技,20180730
603658,安图生物,20160901
603659,璞泰来,20171103
603660,苏州科达,20161201
603661,恒林股份,20171121
603662,柯力传感,20190806
603663,三祥新材,20160801
603665,康隆达,20170313
603666,亿嘉和,20180612
603667,五洲新春,20161025
603668,天马科技,20170117
603669,灵康药业,20150528
603676,卫信康,20170721
603677,奇精机械,20170206
603678,火炬电子,20150126
603679,华体科技,20170621
603680,今创集团,20180227
603681,永冠新材,20190326
603682,锦和商管,20200421
603683,晶华新材,20171020
603685,晨丰科技,20171127
603686,福龙马,20150126
603687,大胜达,20190726
603688,石英股份,20141031
603689,皖天然气,20170110
603690,至纯科技,20170113
603693,江苏新能,20180703
603696,安记食品,20151209
603697,有友食品,20190508
603698,航天工程,20150128
603699,纽威股份,20140117
603700,宁水集团,20190122
603701,德宏股份,20160412
603703,盛洋科技,20150423
603706,东方环宇,20180709
603707,健友股份,20170719
603708,家家悦,20161213
603709,中源家居,20180208
603711,香飘飘,20171130
603712,七一二,20180226
603713,密尔克卫,20180713
603716,塞力医疗,20161031
603717,天域生态,20170327
603718,海利生物,20150515
603719,良品铺子,20200224
603721,中广天择,20170811
603722,阿科力,20171025
603725,天安新材,20170906
603726,朗迪集团,20160421
603727,博迈科,20161122
603728,鸣志电器,20170509
603729,龙韵股份,20150324
603730,岱美股份,20170728
603733,仙鹤股份,20180420
603737,三棵树,20160603
603738,泰晶科技,20160928
603739,蔚蓝生物,20190116
603755,日辰股份,20190828
603757,大元泵业,20170711
603758,秦安股份,20170517
603759,海天股份,20210326
603766,隆鑫通用,20120810
603767,中马传动,20170613
603768,常青股份,20170324
603773,沃格光电,20180417
603776,永安行,20170817
603777,来伊份,20161012
603778,国晟科技,20151231
603779,威龙股份,20160516
603786,科博达,20191015
603787,新日股份,20170427
603788,宁波高发,20150120
603789,星光农机,20150427
603790,雅运股份,20180912
603797,联泰环保,20170413
603798,康普顿,20160406
603799,华友钴业,20150129
603800,道森股份,20151210
603801,志邦家居,20170630
603803,瑞斯康达,20170420
603806,福斯特,20140905
603808,歌力思,20150422
603809,豪能股份,20171128
603810,丰山集团,20180917
603811,诚意药业,20170315
603813,原尚股份,20170918
603815,交建股份,20191021
603816,顾家家居,20161014
603817,海峡环保,20170220
603818,曲美家居,20150422
603819,神力股份,20161125
603822,嘉澳环保,20160428
603823,百合花,20161220
603825,华扬联众,20170802
603826,坤彩科技,20170414
603828,柯利达,20150226
603829,洛凯股份,20171017
603833,欧派家居,20170328
603836,海程邦达,20210526
603838,四通股份,20150701
603839,安正时尚,20170214
603843,正平股份,20160905
603848,好太太,20171201
603855,华荣股份,20170524
603856,东宏股份,20171106
603858,步长制药,20161118
603859,能科科技,20161021
603860,中公高科,20170802
603861,白云电器,20160322
603863,松炀资源,20190621
603866,桃李面包,20151222
603867,新化股份,20190627
603868,飞科电器,20160418
603869,新智认知,20150326
603871,嘉友国际,20180206
603876,鼎胜新材,20180418
603877,太平鸟,20170109
603878,武进不锈,20161219
603879,永悦科技,20170614
603880,ST南卫,20170807
603881,数据港,20170208
603882,金域医学,20170908
603883,老百姓,20150423
603885,吉祥航空,20150527
603886,元祖股份,20161228
603887,城地香江,20161010
603888,新华网,20161028
603889,新澳股份,20141231
603890,春秋电子,20171212
603893,瑞芯微,20200207
603895,天永智能,20180122
603896,寿仙谷,20170510
603897,长城科技,20180410
603898,好莱客,20150217
603899,晨光股份,20150127
603900,莱绅通灵,20161123
603901,永创智能,20150529
603903,中持股份,20170314
603906,龙蟠科技,20170410
603908,牧高笛,20170307
603909,建发合诚,20160628
603912,佳力图,20171101
603915,国茂股份,20190614
603916,苏博特,20171110
603917,合力科技,20171204
603918,金桥信息,20150528
603919,金徽酒,20160310
603920,世运电路,20170426
603922,金鸿顺,20171023
603926,铁流股份,20170510
603927,中科软,20190909
603928,兴业股份,20161212
603929,亚翔集成,20161230
603931,格林达,20200819
603933,睿能科技,20170706
603936,博敏电子,20151209
603937,丽岛新材,20171102
603938,三孚股份,20170628
603939,益丰药房,20150217
603948,建业股份,20200302
603949,雪龙集团,20200310
603950,长源东谷,20200526
603955,大千生态,20170310
603956,威派格,20190222
603958,哈森股份,20160629
603959,百利科技,20160517
603960,克来机电,20170314
603963,大理药业,20170922
603966,法兰泰克,20170125
603967,中创物流,20190429
603968,醋化股份,20150518
603969,银龙股份,20150227
603970,中农立华,20171116
603976,正川股份,20170822
603977,国泰集团,20161111
603978,深圳新星,20170807
603979,金诚信,20150630
603980,吉华集团,20170615
603982,泉峰汽车,20190522
603983,丸美股份,20190725
603985,恒润股份,20170505
603986,兆易创新,20160818
603987,康德莱,20161121
603988,中电电机,20141104
603989,艾华集团,20150515
603990,麦迪科技,20161208
603991,至正股份,20170308
603992,松霖科技,20190826
603993,洛阳钼业,20121009
603995,甬金股份,20191224
603997,继峰股份,20150302
603998,方盛制药,20141205
603999,读者传媒,20151210
605001,威奥股份,20200522
605003,众望布艺,20200908
605005,合兴股份,20210119
605006,山东玻纤,20200903
605007,五洲特纸,20201110
605008,长鸿高科,20200821
605009,豪悦护理,20200911
605011,杭州热电,20210630
605016,百龙创园,20210421
605018,长华集团,20200929
605020,永和股份,20210709
605028,世茂能源,20210712
605033,美邦股份,20210916
605050,福然德,20200924
605055,迎丰股份,20210129
605056,咸亨国际,20210720
605058,澳弘电子,20201021
605060,联德股份,20210301
605066,天正电气,20200807
605068,明新旭腾,20201123
605069,正和生态,20210816
605077,华康股份,20210209
605080,浙江自然,20210506
605081,太和水,20210209
605086,龙高股份,20210416
605088,冠盛股份,20200817
605089,味知香,20210427
605090,九丰能源,20210525
605098,行动教育,20210421
605099,共创草坪,20200930
605100,华丰股份,20200811
605108,同庆楼,20200716
605111,新洁能,20200928
605116,奥锐特,20200921
605117,德业股份,20210420
605118,力鼎光电,20200730
605122,四方新材,20210310
605123,派克新材,20200825
605128,上海沿浦,20200915
605133,嵘泰股份,20210224
605136,丽人丽妆,20200929
605138,盛泰集团,20211027
605151,西上海,20201215
605155,西大门,20201231
605158,华达新材,20200805
605162,新中港,20210707
605166,聚合顺,20200618
605167,利柏特,20210726
605168,三人行,20200528
605169,洪通燃气,20201030
605177,东亚药业,20201125
605178,时空科技,20200821
605179,一鸣食品,20201228
605180,华生科技,20210430
605183,确成股份,20201207
605186,健麾信息,20201222
605188,国光连锁,20200728
605189,富春染织,20210528
605196,华通线缆,20210511
605198,安德利,20200918
605199,葫芦娃,20200710
605208,永茂泰,20210308
605218,伟时电子,20200928
605222,起帆电缆,20200731
605228,神通科技,20210120
605255,天普股份,20200825
605258,协和电子,20201203
605259,绿田机械,20210615
605266,健之佳,20201201
605268,王力安防,20210224
605277,新亚电子,20210106
605286,同力日升,20210322
605287,德才股份,20210706
605288,凯迪股份,20200601
605289,罗曼股份,20210426
605296,神农集团,20210528
605298,必得科技,20210301
605299,舒华体育,20201215
605300,佳禾食品,20210430
605303,园林股份,20210301
605305,中际联合,20210506
605318,法狮龙,20200803
605319,无锡振华,20210607
605333,沪光股份,20200818
605336,帅丰电器,20201019
605337,李子园,20210208
605338,巴比食品,20201012
605339,南侨食品,20210518
605358,立昂微,20200911
605365,立达信,20210720
605366,宏柏新材,20200812
605368,蓝天燃气,20210129
605369,拱东医疗,20200916
605376,博迁新材,20201208
605377,华旺科技,20201228
605378,野马电池,20210412
605388,均瑶健康,20200818
605389,长龄液压,20210322
605398,新炬网络,20210121
605399,晨光新材,20200804
605488,福莱新材,20210513
605499,东鹏饮料,20210527
605500,森林包装,20201222
605507,国邦医药,20210802
605555,德昌股份,20211021
605566,福莱蒽特,20211025
605567,春雪食品,20211013
605577,龙版传媒,20210824
605580,恒盛能源,20210819
605588,冠石科技,20210812
605589,圣泉集团,20210810
605598,上海港湾,20210917
605599,菜百股份,20210909
000001,平安银行,19910403
000002,万  科Ａ,19910129
000004,国华网安,19901201
000006,深振业Ａ,19920427
000007,星ST全新,19920413
000008,神州高铁,19920507
000009,中国宝安,19910625
000010,美丽生态,19951027
000011,深物业A,19920330
000012,南  玻Ａ,19920228
000014,沙河股份,19920602
000016,深康佳Ａ,19920327
000017,深中华A,19920331
000019,深粮控股,19921012
000020,深华发Ａ,19920428
000021,深科技,19940202
000023,星ST深天,19930429
000025,特  力Ａ,19930621
000026,飞亚达,19930603
000027,深圳能源,19930903
000028,国药一致,19930809
000029,深深房Ａ,19930915
000030,富奥股份,19930929
000031,大悦城,19931008
000032,深桑达Ａ,19931028
000034,神州数码,19940509
000035,中国天楹,19940408
000036,华联控股,19940617
000037,深南电A,19940701
000039,中集集团,19940408
000040,东旭蓝天,19940808
000042,中洲控股,19940921
000045,深纺织Ａ,19940815
000048,京基智农,19941101
000049,德赛电池,19950320
000050,深天马Ａ,19950315
000055,方大集团,19960415
000056,皇庭国际,19960708
000058,深 赛 格,19961226
000059,华锦股份,19970130
000060,中金岭南,19970123
000061,农 产 品,19970110
000062,深圳华强,19970130
000063,中兴通讯,19971118
000065,北方国际,19980605
000066,中国长城,19970626
000068,华控赛格,19970611
000069,华侨城Ａ,19970910
000070,特发信息,20000511
000078,海王生物,19981218
000088,盐 田 港,19970728
000089,深圳机场,19980420
000090,天健集团,19990721
000096,广聚能源,20000724
000099,中信海直,20000731
000100,TCL科技,20040130
000151,中成股份,20000906
000153,丰原药业,20000920
000155,川能动力,20000926
000156,华数传媒,20000906
000157,中联重科,20001012
000158,常山北明,20000724
000159,国际实业,20000926
000166,申万宏源,20150126
000301,东方盛虹,20000529
000333,美的集团,20130918
000338,潍柴动力,20070430
000400,许继电气,19970418
000401,冀东水泥,19960614
000402,金 融 街,19960626
000403,派林生物,19960628
000404,长虹华意,19960619
000407,胜利股份,19960703
000408,藏格矿业,19960628
000409,云鼎科技,19960627
000410,沈阳机床,19960718
000411,英特集团,19960716
000413,东旭光电,19960925
000415,渤海租赁,19960716
000416,星ST民控,19960719
000417,合肥百货,19960812
000419,通程控股,19960816
000420,吉林化纤,19960802
000421,南京公用,19960806
000422,湖北宜化,19960815
000423,东阿阿胶,19960729
000425,徐工机械,19960828
000426,兴业银锡,19960828
000428,华天酒店,19960808
000429,粤高速Ａ,19980220
000430,张家界,19960829
000488,晨鸣纸业,20001120
000498,山东路桥,19970609
000501,武商集团,19921120
000503,国新健康,19921130
000504,南华生物,19921208
000505,京粮控股,19921221
000506,星ST中润,19930312
000507,珠海港,19930326
000509,华塑控股,19930507
000510,新金路,19930507
000513,丽珠集团,19931028
000514,渝 开 发,19930712
000516,国际医学,19930809
000517,荣安地产,19930806
000518,四环生物,19930908
000519,中兵红箭,19931008
000520,凤凰航运,19931025
000521,长虹美菱,19931018
000523,红棉股份,19931108
000524,岭南控股,19931118
000525,ST红太阳,19931028
000526,学大教育,19931101
000528,柳    工,19931118
000529,广弘控股,19931118
000530,冰山冷热,19931208
000531,穗恒运Ａ,19940106
000532,华金资本,19940103
000533,顺钠股份,19940103
000534,万泽股份,19940110
000536,华映科技,19931126
000537,中绿电,19931210
000538,云南白药,19931215
000539,粤电力Ａ,19931126
